epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0324173995426722,0.2929698812442436,1.1347256615048362,0.09359638343494593,0.1702723827316254
1,0.0001,0.9496448579288664,0.4025983695436152,1.0407825311024983,0.30501858680572164,0.466801220799915
2,0.0001,0.9018058152425856,0.46588917819343695,1.034575240952628,0.2959541969685214,0.4552394482501532
3,0.0001,0.8785451707385835,0.4896465446329773,0.9743328945977348,0.32529189236647954,0.48236097988224796
4,0.0001,0.8538037084397816,0.5147510355627484,0.9106546129499163,0.45460343291335,0.6210104512368935
5,0.0001,0.847654124101003,0.5128279349435735,0.910287062327067,0.4293975007589192,0.5947104091708986
6,0.0001,0.8355642670676822,0.5277327257980096,0.9049539566040039,0.4431973894676763,0.6108706997345367
7,0.0001,0.8357598838352022,0.5116869419897869,0.9570576009296236,0.364248041907777,0.5315407981017353
8,0.0001,0.8208225653285072,0.5365559789726918,0.941663901011149,0.3838683538699236,0.5502099288945902
9,0.0001,0.8032561710902623,0.5663000416333239,0.8493282340821766,0.5266066362117843,0.6868136041836439
10,0.0001,0.8071463306744894,0.5388306853453976,0.8559786989575341,0.5043819739713364,0.6669445347371509
11,0.0001,0.8053449647767204,0.5459776066114234,0.8842213352521261,0.43770778639224084,0.6055689602357522
12,0.0001,0.7945770564533415,0.5549311857711707,0.9445972272327968,0.40015863432178717,0.569265860734103
13,0.0001,0.7875647261029198,0.5582518503543669,0.9047129892167591,0.41004320768842284,0.5763351711287352
14,0.0001,0.7904628940990993,0.5419609789071682,0.8574751785823277,0.44789030323183804,0.6155081003529874
15,0.0001,0.7735676424843925,0.5794627727576318,0.838995703629085,0.5215496503608538,0.6824870539084296
16,0.0001,0.7676588665871393,0.5825163190183981,0.8601660756837755,0.47982074496539306,0.6420919703508796
17,0.0001,0.7712651888529459,0.5606107069240804,0.8758183206830706,0.4356332198985908,0.6004563547682628
18,0.0001,0.7664640914826166,0.5629395117924325,0.8386913623128619,0.5008690813702943,0.6634127654070652
19,0.0001,0.7552023586772737,0.5828502091991731,0.8756583843912397,0.4523012948563189,0.6186224688423735
20,0.0001,0.7533059489159357,0.5907155810916302,0.819115990684146,0.4939485602899962,0.6559643080511519
21,0.0001,0.7521136232784816,0.5786324956859806,0.8441275925863356,0.482301643918892,0.6474301162396612
22,0.0001,0.7414204535030183,0.5884390318412143,0.8146537655875796,0.5150593651937292,0.6720868031293471
23,0.0001,0.7379509721483503,0.5927371713009413,0.8272820625986371,0.5026540797395593,0.6661673747100785
24,0.0001,0.7412546333812532,0.5721705900408783,0.8222606040182567,0.4881862423341534,0.6485015216286555
25,0.0001,0.7216380635897318,0.6170743424332433,0.8255863587061564,0.47735996684926785,0.6423236153942262
26,0.0001,0.7277342251368931,0.5852140001011916,0.8288401365280151,0.49644249471885504,0.6592957297540026
27,0.0001,0.7150240256672814,0.6167062973005905,0.8899019161860148,0.4092597886092915,0.5762359432465056
28,0.0001,0.7249728980518523,0.5851579051078964,0.8625154920986721,0.41391044615415606,0.5819196566908812
29,0.0001,0.711866577466329,0.5997319559819985,0.8748062338147845,0.41112051488193807,0.5780218278384774
30,0.0001,0.7099841293834505,0.5984392623775827,0.7892002179509118,0.5266073589137024,0.6852837507141886
31,0.0001,0.6964823575246901,0.6187456682052059,0.8013178053356352,0.5205635961570111,0.6765810006793981
32,0.0001,0.6972481438091823,0.61015192819691,0.8373962527229672,0.4436271330329354,0.6112107572203609
33,0.0001,0.6888043397948855,0.6166227481708133,0.7507882288524083,0.5464476559817574,0.7000686217259388
34,0.0001,0.6884650871867225,0.6112524748353627,0.7796679451352074,0.5278869272651526,0.6857912798190859
35,0.0001,0.6722607101712909,0.641263479525576,0.7815303405125936,0.4928446529996168,0.6527454515747841
36,0.0001,0.6825437148412069,0.6157515981677297,0.7602752049763998,0.5199030231507598,0.6809243728769367
37,0.0001,0.6714912596203032,0.6310301965431422,0.7223611161822364,0.5700624935179944,0.7219654119725272
38,0.0001,0.6626629517191932,0.6430389584419162,0.7599225129399981,0.5262430982596388,0.686357597446447
39,0.0001,0.6620349146070934,0.6457801857569757,0.7627433907418024,0.5111589244035977,0.6739161922221417
40,0.0001,0.6554937589736212,0.6375689490599072,0.7553393216360182,0.49463842071343994,0.6576550649536397
41,0.0001,0.6541887550126939,0.6362233937429319,0.7292653719584147,0.5487682538088381,0.7049977832760966
42,0.0001,0.6468799114227295,0.6544653075080121,0.7998901861054557,0.46729428737895257,0.6337332992610477
43,0.0001,0.638856325830732,0.6572880813018025,0.7911939677738008,0.46323430397995646,0.630605344866264
44,0.0001,0.6477874034927005,0.6258879049831833,0.771081493014381,0.4753788978092214,0.6404773779406444
45,0.0001,0.6404109483673459,0.6457927619340221,0.7723848933265323,0.4661488835483617,0.6313515453317856
46,0.0001,0.626598006203061,0.6624557439067235,0.7139896324702671,0.5623579813855114,0.7167998685602237
47,0.0001,0.6272827557155064,0.651464438372224,0.748505501520066,0.5202014599233762,0.6776186424935586
48,0.0001,0.6196338619504657,0.653953965884452,0.7439617826825097,0.5075837401760845,0.6703696667207835
49,0.0001,0.6213989882242112,0.6515537793657356,0.7210638296036493,0.5282175312845482,0.6865192472286706
50,0.0001,0.618918898559752,0.6473635503690467,0.7141725960231963,0.5300822958134508,0.6900297517471513
51,0.0001,0.6057578268505278,0.6707873631132414,0.7217982014020284,0.5361262637044096,0.6947316461890715
52,0.0001,0.5994984280495417,0.6760536259647534,0.7054452129772731,0.5434600411655414,0.6996918223246993
53,0.0001,0.5942460284346626,0.6757829546854756,0.6889603734016418,0.5479612064194195,0.7060567319396241
54,0.0001,0.6052609114419847,0.6481116516500982,0.7003351080985296,0.5378678354013874,0.694135786960922
55,0.0001,0.5807277248019264,0.6816275210466864,0.7672258501961118,0.5046179692044243,0.6652857748931498
56,0.0001,0.5861284207730066,0.6662709271945257,0.6720777352650961,0.5682795776294467,0.7180191933932247
57,0.0001,0.5822765103408268,0.6763999354634392,0.8009868065516154,0.4587022835166236,0.6218334518504486
58,0.0001,0.5826179143928346,0.667518957872603,0.679040633496784,0.5532535962408359,0.708242765927096
59,0.0001,0.5750640063058763,0.669512317301381,0.6544472631954011,0.5987912771500165,0.7446015951527168
60,0.0001,0.567098638841084,0.6817282999763741,0.6629937631743295,0.5648893382186546,0.7155216779210731
61,0.0001,0.5721876379989442,0.6697253153880167,0.6970226253782,0.5462398155473306,0.7007238150878651
62,0.0001,0.5681184643790835,0.6740666995222471,0.6853113117672148,0.5419075870315333,0.7000013636957828
63,0.0001,0.5414124713057563,0.7145864440368602,0.7065062863486153,0.5152668402137848,0.6766813231741564
64,0.0001,0.5421646265756517,0.7135925127642446,0.6606558107194447,0.5552318532211888,0.7126471725996425
65,0.0001,0.5578150195734841,0.6705029174384046,0.6226420061928886,0.5987128252821596,0.7461212811196127
66,0.0001,0.5555061627001989,0.6561375240819564,0.6326794794627598,0.5583586694313498,0.7116521942444389
67,0.0001,0.5330979100295475,0.701034159872768,0.6328188890502566,0.6008340387509703,0.7443452263994308
68,0.0001,0.536099625485284,0.6870754227542824,0.6307477496919178,0.5910328138134463,0.7410371516067202
69,0.0001,0.5342268702529726,0.6887066204119103,0.6354866737411136,0.5655418682272133,0.7191219952134114
70,0.0001,0.5367080654416766,0.6820755069856561,0.6254188021024069,0.5866336954327727,0.7366300894709075
71,0.0001,0.5342170156183697,0.6814880463134043,0.6314194259189424,0.5671744377835907,0.7167843145000685
72,0.0001,0.519337732167471,0.7111912925950302,0.6386089495250157,0.5576734049774059,0.7125808806067262
